id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-317,"lining for the wall or ceiling covering and separate trim, accessory and service objects attached to it","wall lining including skirting, cornice, architrave, switches and power points",accepted_pending_review,"Attachments touch and visually complete a lined wall but have different materials, quantities, ownership and replacement. Treating every attachment as lining makes junction and take-off data unusable.",AU-IL-INTERNAL-WALL-LINING-ASSEMBLY|AU-IL-PERIMETER-LINING-JUNCTION-ASSEMBLY|AU-HA-INTERNAL-CEILING-CORNICE,SRC-ABCB-WALL-LINING-ATTACHMENTS|SRC-GYPROCK-RESIDENTIAL-INSTALLATION,"Connect trims, accessories and services to the lining with explicit relationships instead of merging their geometry or material identity."
TERM-318,selected plasterboard product and documented grade or system role,"white board, green board, blue board, red board or acoustic board chosen by face colour",accepted_pending_review,"Manufacturers use different colours and branded ranges. Water, fire, acoustic, impact and multi-performance properties belong to a selected product and complete system, not a universal colour code.",AU-IL-STANDARD-GYPSUM-PLASTERBOARD-SHEET|AU-WP-WATER-RESISTANT-PLASTERBOARD|AU-FS-FIRE-RESISTANT-PLASTERBOARD-LINING|AU-HA-ACOUSTIC-PLASTERBOARD-LINING|AU-IL-HIGH-DENSITY-PLASTERBOARD-SHEET,SRC-SA-ASNZS2588-2018|SRC-KNAUF-PLASTERBOARD-PRODUCTS|SRC-GYPROCK-RED-BOOK,Require a product or explicit performance role; keep colour as appearance metadata only.
TERM-319,"wall-lining furring channel, external cladding furring channel, acoustic resilient channel and ceiling furring channel as separate roles",furring channel,accepted_pending_review,"Similar cold-formed sections can support different faces, loads, clips and performance systems. A section name without host, orientation and role is not enough to select geometry or connections.",AU-IL-WALL-LINING-FURRING-CHANNEL|AU-CL-WALL-FURRING-CHANNEL|AU-HA-ACOUSTIC-RESILIENT-CHANNEL|AU-IL-CEILING-FURRING-CHANNEL,SRC-RONDO-KEYLOCK-SUSPENDED|SRC-KNAUF-PLASTERBOARD-INSTALLATION|SRC-GYPROCK-RED-BOOK,"Ask for wall or ceiling, internal or external, support method and acoustic role before selecting a channel family."
TERM-320,direct-fixed ceiling for sheets or channels attached close to structure and suspended ceiling for a hanger-supported grid below it,"dropped, battened, direct-fixed and suspended ceiling as interchangeable descriptions",accepted_pending_review,"The systems have different load paths and parts. A direct-fix clip transfers load straight to nearby structure; a suspended grid requires anchors, hangers, primary and secondary members and restraint design.",AU-IL-DIRECT-FIXED-PLASTERBOARD-CEILING-ASSEMBLY|AU-IL-CONCEALED-SUSPENDED-PLASTERBOARD-CEILING-ASSEMBLY|AU-IL-DIRECT-FIX-CEILING-CLIP|AU-IL-CEILING-SUSPENSION-SYSTEM,SRC-RONDO-KEYLOCK-SUSPENDED|SRC-SA-ASNZS2785-2020|SRC-KNAUF-PLASTERBOARD-INSTALLATION,Store the structural endpoint and support topology before generating the ceiling grid.
TERM-321,"exposed-grid suspended ceiling, concealed suspended plasterboard ceiling or another named system",false ceiling or drop ceiling,accepted_pending_review,"Everyday terms describe a ceiling below the primary structure but do not say whether the finish is continuous plasterboard, removable lay-in tile, linear plank, baffle or another system.",AU-IL-EXPOSED-GRID-SUSPENDED-CEILING-ASSEMBLY|AU-IL-CONCEALED-SUSPENDED-PLASTERBOARD-CEILING-ASSEMBLY,SRC-RONDO-DUO-EXPOSED-GRID|SRC-RONDO-KEYLOCK-SUSPENDED|SRC-NSW-DRY-PLASTERING-WORK,"Use false or drop ceiling for search, then request the visible finish and support system."
TERM-322,"Level 3, 4 or 5 plasterboard finish as a specified finish requirement and inspection attribute",Level 5 material layer or Level 5 plasterboard object,accepted_pending_review,A level of finish describes the required jointing and surface preparation outcome under relevant viewing and decoration conditions. It is not an extra board or universally a single separate coating solid.,AU-IL-PLASTERBOARD-RECESSED-JOINT-ASSEMBLY|AU-IL-PLASTERBOARD-BUTT-JOINT-ASSEMBLY|AU-IL-PLASTERBOARD-FINISHING-COMPOUND,SRC-SA-ASNZS2589-2017|SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-KNAUF-PLASTERBOARD-INSTALLATION,"Attach the specified level, decoration, lighting and acceptance evidence to the complete lining surface; generate only the actual selected materials."
TERM-323,"plasterboard back-block bonded behind a joint, sheet-edge backing fixed behind an edge, and framing nogging as separate members","back block, backing, blocking and nogging",accepted_pending_review,"A plasterboard back-block spreads stress behind a joint. Edge backing provides a fixing surface. A nogging is part of wall framing. Their materials, positions and load paths differ.",AU-IL-PLASTERBOARD-BACK-BLOCKING-STRIP|AU-IL-LINING-SHEET-EDGE-BACKING-MEMBER|AU-TF-NOGGING,SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-KNAUF-PLASTERBOARD-INSTALLATION|SRC-WOODSOLUTIONS-INTERNAL-PANELLING,"Use material, face relationship, host and joint role to select the object; never infer it from the word block alone."
TERM-324,"paper plasterboard tape, glass-mesh tape, fibre-cement tape, fire-system tape and acoustic-system tape as documented products",joint tape,accepted_pending_review,"The tapes can differ in material, alkali resistance, compound compatibility and tested-system role. Similar width or mesh appearance does not make them interchangeable.",AU-IL-PLASTERBOARD-PAPER-JOINT-TAPE|AU-IL-FIBREGLASS-MESH-JOINT-TAPE|AU-IL-FIBRE-CEMENT-JOINT-TAPE|AU-FS-FIRE-RESISTANT-LINING-JOINT-TAPE|AU-HA-ACOUSTIC-LINING-JOINT-TAPE,SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-JH-VILLABOARD-INSTALLATION|SRC-GYPROCK-RED-BOOK,"Bind tape to board, compound and performance system; permit substitution only from explicit selected-system evidence."
TERM-325,"external corner, internal corner, stopping, casing, shadowline and control-joint bead as separate profiles",angle bead or trim,accepted_pending_review,"All are long edge sections, but they form different positive or negative corners, exposed edges, caps, recesses and movement breaks. Profile and function determine geometry.",AU-IL-PLASTERBOARD-EXTERNAL-CORNER-BEAD|AU-IL-PLASTERBOARD-INTERNAL-CORNER-BEAD|AU-IL-PLASTERBOARD-STOPPING-BEAD|AU-IL-PLASTERBOARD-CASING-BEAD|AU-IL-SHADOWLINE-STOPPING-BEAD|AU-IL-LINING-CONTROL-JOINT-BEAD,SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-KNAUF-PLASTERBOARD-INSTALLATION|SRC-SA-ASNZS2589-2017,"Select by corner sign, board thickness, exposed face, movement function and adjoining construction."
TERM-326,shadowline as a visible recessed edge and control joint as a deliberate movement break,"shadow gap, control joint and expansion joint",accepted_pending_review,A shadowline may be purely visual and rigidly fixed. A control joint separates lining edges to accommodate movement. A building expansion joint can require much greater structural movement and a coordinated system through many layers.,AU-IL-SHADOWLINE-STOPPING-BEAD|AU-IL-MOVEMENT-CONTROL-JOINT-ASSEMBLY|AU-IL-LINING-CONTROL-JOINT-BEAD,SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-JH-VILLABOARD-INSTALLATION|SRC-SA-ASNZS2589-2017,"Store movement requirement, separated layers and continuity systems before treating a visible gap as a control joint."
TERM-327,recessed-edge joint for factory-recessed sheet sides and butt joint for square-cut sheet ends,plasterboard join,accepted_pending_review,"A recessed joint has room for tape and compound within the board recess. A butt joint builds above flat faces and often needs backing, staggering or broad feathering. Their drawing and quantity logic differs.",AU-IL-PLASTERBOARD-RECESSED-JOINT-ASSEMBLY|AU-IL-PLASTERBOARD-BUTT-JOINT-ASSEMBLY|AU-IL-PLASTERBOARD-BACK-BLOCKING-STRIP,SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-KNAUF-PLASTERBOARD-INSTALLATION|SRC-SA-ASNZS2589-2017,Derive joint type from the actual sheet-edge profiles and support relationship rather than line orientation alone.
TERM-328,"cornice as decorative junction trim, cornice adhesive as its fixing, and any required air, acoustic or fire seal as a separate object",sealed cornice junction,accepted_pending_review,"Cornice and its bedding can hide a wall-to-ceiling gap. That appearance does not prove continuous air, acoustic, smoke or fire sealing behind it.",AU-HA-INTERNAL-CEILING-CORNICE|AU-IL-INTERNAL-CORNICE-ADHESIVE|AU-IL-PERIMETER-LINING-JUNCTION-ASSEMBLY|AU-HA-ACOUSTIC-PERIMETER-SEALANT,SRC-ABCB-WALL-LINING-ATTACHMENTS|SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-ABCB-HP-SOUND-INSULATION,"Draw the cornice and bedding, then require the selected performance seal behind or beside it when the assembly needs continuity."
TERM-329,"general internal fibre-cement lining, wet-area substrate, compressed floor sheet and external cladding as separate product roles",cement sheet or Villaboard,accepted_pending_review,"Cement sheet is broad trade language and Villaboard is proprietary. Density, thickness, edge, exposure, fixing, joint and finish requirements differ between wall, floor, internal, external and wet-area products.",AU-IL-GENERAL-INTERNAL-FIBRE-CEMENT-SHEET|AU-WP-FC-WET-AREA-WALL-SHEET|AU-WP-COMPRESSED-FC-FLOOR-SHEET|AU-IL-PREFINISHED-FIBRE-CEMENT-PANEL,SRC-JH-VILLABOARD-INSTALLATION|SRC-CEMINTEL-INTERNAL-LINING|SRC-ABCB-HP-REFERENCED-DOCS,"Use cement sheet and brand terms for search, then require product, classification, location, exposure and finish role."
TERM-330,"service object, lining cut-out, trimmer support and performance seal as separate connected objects","hole for light, grille, pipe or outlet",accepted_pending_review,"The service body is not the opening. A cut lining edge may need framing and trim, the service may need independent support and fire, acoustic, air or moisture continuity may need another tested system.",AU-IL-SERVICE-OPENING-LINING-ASSEMBLY|AU-IL-SERVICE-OPENING-TRIMMER-FRAME|AU-HA-CEILING-ACCESS-PANEL-ASSEMBLY,SRC-KNAUF-PLASTERBOARD-INSTALLATION|SRC-RONDO-DUO-EXPOSED-GRID|SRC-ABCB-HP-SOUND-INSULATION,"Create the rough opening and its support first, connect the selected service and add every required continuity system explicitly."
TERM-331,interior plywood lining to AS/NZS 2270 scope only for a fully protected non-structural interior role unless other evidence is selected,"ply lining suitable for bracing, wet areas, exterior use or fire performance",accepted_pending_review,"Interior plywood can be an appearance panel without being structural plywood, exterior plywood, marine plywood or a tested fire-hazard product. Similar veneer geometry conceals major bond and grade differences.",AU-IL-INTERIOR-PLYWOOD-LINING-SHEET|AU-IL-TIMBER-PANELLING-ASSEMBLY,SRC-BUILDING-CODEHUB-ASNZS2270-2006|SRC-WOODSOLUTIONS-INTERNAL-PANELLING,"Store grade, bond, product standard, structural role, exposure and fire evidence independently."
TERM-332,"stud adhesive, masonry direct-fix bed, back-blocking adhesive, panel adhesive and cornice adhesive as separate installed roles",wallboard glue or construction adhesive,accepted_pending_review,"Adhesives differ by substrate, chemistry, load path, application pattern and required mechanical fixing. A cartridge or bag shape is not enough to select the installed object.",AU-IL-GYPSUM-LINING-STUD-ADHESIVE|AU-IL-MASONRY-DIRECT-FIX-LINING-ADHESIVE-BED|AU-IL-PLASTERBOARD-BACK-BLOCKING-ADHESIVE|AU-IL-DECORATIVE-PANEL-ADHESIVE|AU-IL-INTERNAL-CORNICE-ADHESIVE,SRC-SA-AS2753-2018|SRC-KNAUF-PLASTERBOARD-PRODUCTS|SRC-WOODSOLUTIONS-INTERNAL-PANELLING,"Ask for both substrates and physical purpose, then generate the documented bead, daub or bed plus required mechanical fixings."
TERM-333,ceiling grid supports lining or tiles and building services use their own support unless the ceiling system is explicitly designed for them,"light, diffuser, duct, cable tray or pipe supported by the ceiling",accepted_pending_review,A service may fit within a grid module while its mass and operating loads bypass the tile and ceiling grid. Visual alignment does not prove structural support or allowed service load.,AU-IL-CEILING-SUSPENSION-SYSTEM|AU-IL-EXPOSED-GRID-SUSPENDED-CEILING-ASSEMBLY|AU-IL-SERVICE-OPENING-TRIMMER-FRAME|AU-IL-MINERAL-FIBRE-CEILING-TILE,SRC-SA-ASNZS2785-2020|SRC-RONDO-KEYLOCK-SUSPENDED|SRC-RONDO-DUO-EXPOSED-GRID,Persist support ownership and trace each load to verified structure; never derive support from intersection with a grid module.
TERM-334,"Group Number, sound rating, impact result, moisture suitability, anchor capacity and finish level as evidence linked to physical products and assemblies","fire sheet geometry, acoustic wall thickness, compliant anchor shape or Level 5 surface solid",accepted_pending_review,"These are test, design, product or workmanship results. Geometry can expose the members being assessed but cannot prove the result without the applicable edition, system, project inputs and evidence.",AU-IL-INTERNAL-LINING-SYSTEM|AU-IL-MULTILAYER-LINING-ASSEMBLY|AU-IL-CEILING-STRUCTURAL-SUSPENSION-ANCHOR|AU-IL-PLASTERBOARD-FINISHING-COMPOUND,SRC-ABCB-HP-REFERENCED-DOCS|SRC-SA-ASNZS2785-2020|SRC-SA-ASNZS2589-2017|SRC-GYPROCK-RED-BOOK,"Keep optional analysis overlays out of material take-off and attach every result to its selected product, system, standard edition and project evidence."
TERM-335,door leaf for the complete moving closure and panel only for a leaf infill or clearly identified sliding or folding panel role,door panel,accepted_pending_review,"Panel can mean an infill inside a stile-and-rail leaf, a complete sliding panel, a folding panel or an informal name for any door leaf. Mapping it without context can create the wrong hierarchy and geometry.",AU-LH-INTERNAL-DOOR-LEAF|AU-ID-DOOR-LEAF-PANEL|AU-LH-INTERNAL-SLIDING-DOOR-PANEL|AU-LH-INTERNAL-FOLDING-DOOR-PANEL,SRC-SA-AS2688-2017|SRC-HUME-FLUSH-DOORS|SRC-HUME-BIFOLD-INSTALL,"Ask whether panel means the complete moving element, a joinery infill, a sliding panel or a folding panel before generating geometry."
TERM-336,jamb for the fixed frame member and stile for the moving leaf member,door side member,accepted_pending_review,"A frame jamb stays fixed in the wall opening. A door stile moves with a panelled leaf. Both are vertical and may carry hinges or closing hardware, so shape alone does not distinguish them.",AU-LH-INTERNAL-DOOR-FRAME-JAMB|AU-ID-DOOR-LEAF-STILE|AU-ID-CAVITY-SLIDER-CLOSING-JAMB,SRC-SA-AS2688-2017|SRC-HUME-PREHUNG-INTERNAL-INSTALL|SRC-HUME-CAVITY-UNIT-CATALOGUE,Store whether the member is fixed to the opening or moves with the leaf before assigning jamb or stile.
